Admin,admin,2021-01-06,13:58:42.950956400
Admin,admin,2021-01-06,14:05:24.590595
Admin,admin,2021-01-07,09:44:31.568718400
Admin,admin,2021-01-07,09:58:36.195009400
Receptionist,grey,2021-01-07,09:59:02.634441900
Patient,drave125,2021-01-07,10:03:29.097862500
Admin,admin,2021-01-07,10:05:44.978358600
Patient,drave125,2021-01-07,10:06:19.934226400
Admin,admin,2021-01-07,10:08:16.926297400
Receptionist,grey,2021-01-07,12:07:58.982853100
Admin,admin,2021-01-07,12:08:07.350147100
Admin,admin,2021-01-07,12:09:07.828422800
Admin,admin,2021-01-07,12:09:26.511775300
Receptionist,grey,2021-01-07,12:10:14.010759500
Patient,rick556,2021-01-07,12:10:45.388392300
Medical Officer,rachel541,2021-01-07,12:11:07.962796200
Medical Officer,mc258,2021-01-07,12:11:24.519183900
Admin,admin,2021-01-07,12:11:39.151755700
Admin,admin,2021-01-07,12:14:05.980639200
Admin,admin,2021-01-07,12:15:20.451131
Admin,admin,2021-01-07,13:59:20.998170300
Admin,admin,2021-01-07,14:04:04.257483900
Admin,admin,2021-01-07,14:08:18.050686400
Admin,admin,2021-01-07,14:09:47.009961
Receptionist,grey,2021-01-07,19:05:21.847907300
Receptionist,grey,2021-01-07,19:08:09.647279600
Receptionist,grey,2021-01-07,19:09:44.782910
Receptionist,grey,2021-01-07,19:13:12.959329600
Admin,admin,2021-01-07,19:13:49.739931700
Admin,admin,2021-01-07,19:44:15.569446500
Admin,admin,2021-01-07,19:44:58.267083700
Receptionist,grey,2021-01-07,20:27:42.433988
Receptionist,grey,2021-01-07,20:28:56.146074600
Admin,admin,2021-01-07,20:29:12.773285600
Admin,admin,2021-01-07,21:34:31.277071700
Admin,admin,2021-01-08,09:01:05.269802800
Admin,admin,2021-01-08,09:07:01.898946800
Receptionist,grey,2021-01-08,09:49:13.163709200
Receptionist,grey,2021-01-08,10:56:08.856308400
Receptionist,grey,2021-01-08,10:58:51.824373500
Receptionist,grey,2021-01-08,11:04:16.943151400
Receptionist,grey,2021-01-08,11:05:07.759400900
Admin,admin,2021-01-09,12:01:45.111083700
Receptionist,grey,2021-01-09,12:09:44.581301700
Receptionist,grey,2021-01-09,13:08:30.796672700
Receptionist,grey,2021-01-09,13:10:03.313384900
Receptionist,grey,2021-01-09,13:12:56.316053300
Receptionist,grey,2021-01-11,15:06:57.086064100
Receptionist,grey,2021-01-11,15:08:24.209944600
Receptionist,grey,2021-01-11,19:51:55.656358500
Receptionist,grey,2021-01-11,20:08:18.844788300
Receptionist,grey,2021-01-11,20:10:51.686612600
Receptionist,grey,2021-01-11,20:11:30.256379100
Receptionist,grey,2021-01-11,20:34:16.566995300
Receptionist,grey,2021-01-11,20:41:31.120396300
Receptionist,grey,2021-01-11,20:42:46.173336300
Receptionist,grey,2021-01-11,20:53:15.394476400
Receptionist,grey,2021-01-11,20:55:37.032900500
Receptionist,grey,2021-01-11,20:57:26.458097700
Receptionist,grey,2021-01-11,21:01:06.292862500
Receptionist,grey,2021-01-11,21:05:13.625326100
Receptionist,grey,2021-01-11,21:16:51.272272700
Receptionist,grey,2021-01-11,21:26:55.913381600
Receptionist,grey,2021-01-11,22:09:56.748680600
Receptionist,grey,2021-01-11,22:11:58.156627500
Receptionist,grey,2021-01-11,22:14:00.964651700
Receptionist,grey,2021-01-11,22:16:17.606177900
Receptionist,grey,2021-01-11,22:20:54.295666800
Receptionist,grey,2021-01-11,22:26:23.772803300
Receptionist,grey,2021-01-11,22:28:26.579891700
Admin,admin,2021-01-11,22:30:31.993473300
Admin,admin,2021-01-11,22:30:50.923431900
Admin,admin,2021-01-12,12:02:41.279742
Receptionist,brevin778,2021-01-12,12:05:25.216702500
Receptionist,brevin778,2021-01-12,12:06:35.771890200
Receptionist,grey,2021-01-12,16:08:38.301151200
Receptionist,grey,2021-01-12,16:09:04.586732400
Receptionist,grey,2021-01-12,16:11:20.684485
Medical Officer,rachel541,2021-01-12,18:45:23.015227900
Medical Officer,rachel541,2021-01-12,21:10:11.707455200
Medical Officer,rachel541,2021-01-14,20:19:04.051389900
Medical Officer,rachel541,2021-01-14,20:25:00.640543100
Medical Officer,rachel541,2021-01-14,20:27:00.780326800
Medical Officer,rachel541,2021-01-14,20:30:19.544630600
Medical Officer,rachel541,2021-01-14,20:33:45.819412700
Medical Officer,rachel541,2021-01-14,20:38:25.049017700
Medical Officer,rachel541,2021-01-14,20:40:50.094914800
Medical Officer,rachel541,2021-01-14,20:42:47.929348800
Medical Officer,rachel541,2021-01-14,20:44:15.305879300
Medical Officer,rachel541,2021-01-14,20:45:00.603159400
Medical Officer,rachel541,2021-01-14,20:48:37.703435900
Medical Officer,rachel541,2021-01-15,09:03:35.298623500
Medical Officer,rachel541,2021-01-15,09:07:11.365922300
Medical Officer,rachel541,2021-01-15,09:11:01.015721900
Medical Officer,rachel541,2021-01-15,09:12:38.783099
Medical Officer,rachel541,2021-01-15,09:16:17.974166400
Medical Officer,rachel541,2021-01-15,09:36:20.490659
Medical Officer,rachel541,2021-01-15,09:46:36.544830100
Medical Officer,rachel541,2021-01-15,10:21:15.032100100
Medical Officer,rachel541,2021-01-15,10:22:58.079801300
Medical Officer,rachel541,2021-01-15,10:23:39.905427300
Medical Officer,rachel541,2021-01-15,10:42:43.479407400
Medical Officer,rachel541,2021-01-15,10:47:51.918153
Medical Officer,rachel541,2021-01-15,10:51:26.125732500
Medical Officer,rachel541,2021-01-15,10:55:06.076571200
Medical Officer,rachel541,2021-01-15,12:14:58.617833800
Medical Officer,rachel541,2021-01-15,12:17:36.136859200
Medical Officer,rachel541,2021-01-15,12:18:14.868277800
Medical Officer,rachel541,2021-01-15,12:18:45.174429900
Medical Officer,rachel541,2021-01-15,12:22:48.270639200
Medical Officer,rachel541,2021-01-15,12:23:51.876577600
Medical Officer,rachel541,2021-01-15,12:25:10.720708600
Receptionist,grey,2021-01-16,10:46:26.770792700
Patient,rick556,2021-01-16,10:46:55.939127400
Medical Officer,rachel541,2021-01-16,10:47:52.324356500
Receptionist,grey,2021-01-16,10:48:50.519664600
Medical Officer,rachel541,2021-01-16,10:50:16.228666100
Medical Officer,rachel541,2021-01-16,10:53:43.341010800
